C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\appsettings.Development.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\appsettings.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.exe
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.deps.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.runtimeconfig.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.pdb
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\Microsoft.OpenApi.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\Swashbuckle.AspNetCore.Swagger.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\Swashbuckle.AspNetCore.SwaggerGen.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\bin\Debug\net8.0\Swashbuckle.AspNetCore.SwaggerUI.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.csproj.AssemblyReference.cache
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.GeneratedMSBuildEditorConfig.editorconfig
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.AssemblyInfoInputs.cache
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.AssemblyInfo.cs
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.csproj.CoreCompileInputs.cache
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.MvcApplicationPartsAssemblyInfo.cs
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.MvcApplicationPartsAssemblyInfo.cache
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.sourcelink.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets.build.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets.development.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.PengWinBodyDapperAPI.Microsoft.AspNetCore.StaticWebAssets.props
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.build.PengWinBodyDapperAPI.props
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.buildMultiTargeting.PengWinBodyDapperAPI.props
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.buildTransitive.PengWinBodyDapperAPI.props
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets.pack.json
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\scopedcss\bundle\PengWinBodyDapperAPI.styles.css
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinB.4E3C7786.Up2Date
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\refint\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.pdb
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.genruntimeconfig.cache
C:\Users\FOR CLONE\Downloads\PengWinBodyDapperAPI\obj\Debug\net8.0\ref\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\appsettings.Development.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\appsettings.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.exe
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.deps.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.runtimeconfig.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\PengWinBodyDapperAPI.pdb
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\Microsoft.OpenApi.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\Swashbuckle.AspNetCore.Swagger.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\Swashbuckle.AspNetCore.SwaggerGen.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\bin\Debug\net8.0\Swashbuckle.AspNetCore.SwaggerUI.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.csproj.AssemblyReference.cache
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.GeneratedMSBuildEditorConfig.editorconfig
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.AssemblyInfoInputs.cache
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.AssemblyInfo.cs
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.csproj.CoreCompileInputs.cache
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.MvcApplicationPartsAssemblyInfo.cs
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.MvcApplicationPartsAssemblyInfo.cache
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.sourcelink.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets.build.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets.development.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.PengWinBodyDapperAPI.Microsoft.AspNetCore.StaticWebAssets.props
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.build.PengWinBodyDapperAPI.props
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.buildMultiTargeting.PengWinBodyDapperAPI.props
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets\msbuild.buildTransitive.PengWinBodyDapperAPI.props
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\staticwebassets.pack.json
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\scopedcss\bundle\PengWinBodyDapperAPI.styles.css
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.csproj.CopyComplete
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\refint\PengWinBodyDapperAPI.dll
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.pdb
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\PengWinBodyDapperAPI.genruntimeconfig.cache
C:\Users\FOR CLONE\Downloads\Neko R\PengWinBodyDapperAPI\obj\Debug\net8.0\ref\PengWinBodyDapperAPI.dll
